Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P004303,"Esquivel y Suárez de Urbina, Antonio María",Retrato de señora,1843,Óleo,Lienzo,Alto:126cm.;Ancho:93cm.,None,"Adquirido para el Museo de Arte Moderno, 1917; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fd/fd96/fd966427-f983-42ac-8f54-937b35e111dd/ab5706c2-ab5e-4500-83de-59d80878b1ac_832.jpg
P004441,"Lucas Velázquez, Eugenio",Majas,1843,Óleo,Tabla,Alto:29cm.;Ancho:19cm.,None,"Donación de Juan Vitorica Casuso al Museo de Arte Moderno, 1968.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c5/c5d6/c5d66b49-1867-43e7-9151-77e92712a919/ef83cf8f-0227-4531-96ad-d4c341f98f72_832.jpg
P004797,"Esquivel y Suárez de Urbina, Antonio María",Amparo Romero,1843,Óleo,Lienzo,Alto:125cm.;Ancho:93cm.,None,"Adquirido para el Museo de Arte Moderno, 1916; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a0/a00c/a00c2ed7-4e3e-4bba-81d2-0007771812e2/e9140de8-e26d-4050-8834-736647065f85_832.jpg
P006904,"Arbiol y Rodríguez, Vicente",Juan I,Hacia  1848,Óleo,Lienzo,Alto:226cm.;Ancho:141cm.,Serie Cronológica de los Reyes de España,"Colección Real, encargado al autor, 1848",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ff/ff5b/ff5b1443-7086-4a09-8b06-2392768e98ec/a3477c0e-2735-4823-a4e4-69f76ab8fe98_832.jpg
P006088,"Madrazo y Kuntz, Luis de",Isabel la Católica,Hacia  1848,Óleo,Lienzo,"Alto:225cm.;Ancho:140,8cm.",Serie Cronológica de los Reyes de España,"Colección Real, 1847; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/29/2987/298746d1-89d6-4458-98cd-dda74ae04eb0/93c6f9ce-b454-40d1-bcde-8e8ade0e5fec_832.jpg
P006089,"Montañés y Pérez, Bernardino",Fernando el Católico,Hacia  1848,Óleo,Lienzo,Alto:225cm.;Ancho:141cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1848",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2b/2baa/2baa619e-8224-4f63-9e0c-ad9568874e60/ed9e2a76-3d3b-4924-b3e9-9a6f88e61e95_832.jpg
P007071,"Sainz, Francisco",Enrique IV,Hacia  1848,Óleo,Lienzo,Alto:225cm.;Ancho:142cm.,Serie Cronológica de los Reyes de España,"Colección Real, encargado al autor, con destino al Museo del Prado, 1857; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2c/2cd3/2cd36491-eb98-4b72-8d6e-aca94a905856/3cad933b-f2d3-41bb-a35a-34af80fbe4f4_832.jpg
P007381,"Sainz, Francisco(Copia deMadrazo y Kuntz, Federico de)","El rey Francisco de Asís, con uniforme de capitán general",Hacia  1848,Óleo,Lienzo,Alto:205cm.;Ancho:128cm.,None,"Colección Real, Serie Cronológica de los Reyes de España, 1847; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5a/5aa2/5aa2f3ec-a99a-4db9-9fce-c622c35960fd/a888dd27-07f0-4b9b-8070-ef0da42c1b75_832.jpg
P007939,"Parra Abril, Miguel",Cesta de flores y vista del Palacio Real de Valencia,1844,Óleo,Lienzo,Alto:120cm.;Ancho:92cm.,None,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b9/b91d/b91df383-5ab7-407a-9442-74aff22062db/3bc94c47-c009-447e-b09d-2ab18635407e_832.jpg
P007940,"Parra Abril, Miguel",Florero sobre una silla,1844,Óleo,Lienzo,Alto:120cm.;Ancho:92cm.,None,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d6/d69e/d69edee4-150a-428e-a94b-6a693c69cd29/e99a1afb-cb6d-4675-b0ea-d9abbd09c021_832.jpg
P007945,"Alenza y Nieto, Leonardo",El sacamuelas,1844,Óleo,Lienzo,"Alto:38cm.;Ancho:45,5cm.",None,"Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie's Madrid para el Museo del Prado, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3c/3cf7/3cf7b7f6-c0c4-4fc4-9047-bec8e6557a15/b58f819f-ce29-4e60-bcd0-8e6e6d66b0ee_832.jpg
P007946,"Alenza y Nieto, Leonardo",El triunfo de Baco,1844,Óleo,Lienzo,"Alto:38cm.;Ancho:45,5cm.",None,"Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie’s de Madrid por el Museo del Prado, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/43/4379/4379ea04-8b84-4d42-8dab-b2cd59503ba1/c7c1d92a-b766-41c8-abe4-696ef53eb3dc_832.jpg
P007559,"Gutiérrez de la Vega y Bocanegra, José",Alegoría del Nuevo Testamento,1844,Óleo,Lienzo,Alto:154cm.;Ancho:93cm.,None,"Antonio Méndez Casal?; Museo de Arte Moderno (enviado por la Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional), 1942; Museo de Arte Moderno, 1942-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e6/e657/e6573d45-5ed3-4ce8-bf29-3c1cc3c14580/90468b40-1dd9-49f4-a44e-3ea8f7bae409_832.jpg
P004661,"Tegeo Díaz, Rafael",José Antonio Ponzoa y Cebrián,1845,Óleo,Lienzo,Alto:62cm.;Ancho:49cm.,None,"Museo de Arte Moderno, (adquisición) 1941; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado, 1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed03/ed03e8a5-2392-44eb-a064-c98f846e5b76/fab7c30b-632c-48d6-915b-b64a23b0b0a0_832.jpg
P007720,"Tegeo Díaz, Rafael",Retrato de caballero,1845,Óleo,Lienzo,Alto:105cm.;Ancho:85cm.,None,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3f/3fe5/3fe504ab-e8bd-4fe0-a276-5d91d6b0884d/fb9d48bb-66e6-4fa8-aa54-3701b4d1c63a_832.jpg
P007721,"Tegeo Díaz, Rafael",Retrato de señora,1845,Óleo,Lienzo,Alto:105cm.;Ancho:85cm.,None,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4f/4f1c/4f1cf19d-e182-4ca1-88da-c82faf9c8641/b7e44bdb-e07d-4b46-8501-e5ee8c45d71f_832.jpg
P006933,"Giuliani, Andrea",Retrato de señora,1845,Óleo,Lienzo,Alto:141cm.;Ancho:103cm.,None,"Donación de Carmen Flores con destino al Museo de Arte Moderno, 1918; Museo de Arte Moderno, 1918-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a0/a012/a012965b-c5ed-42a3-b805-f8ab7f20fadd/872c4fe1-515d-4b42-913b-e5bb1d6a8935_832.jpg
P006953,"Gutiérrez de la Vega y Bocanegra, José(Atribuido a)","El canónigo José Olcina y Macía, caballero de Montesa",1845 - 1848,Óleo,Lienzo,Alto:221cm.;Ancho:138cm.,None,"Museo de Arte Moderno (envío de la Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional), 1942",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c6b8/c6b86722-001d-49a2-8f12-d26a3fad9b24/edcbfe31-92cf-43c3-9300-af17a25e87d7_832.jpg
P004507,"Meijer, Johan Hendrik Louis",Marina,1845 - 1850,Óleo,Tabla,Alto:12cm.;Ancho:18cm.,None,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, con destino al Museo del Prado, 1894; Museo del Prado, 1894-1896; Museo de Arte Moderno, 1896-1968; Museo Español de Arte Contemporáneo, 1968-1973",https://content3.cdnprado.net/imagenes/Documentos/imgsem/df/df3b/df3b1def-7741-4953-92cb-d4693e379fd3/f4510dfb-dba5-4215-b175-7455a7a4c2ac_832.jpg
P003372,"Galofre y Coma, José",Isabel II,Hacia  1850,Óleo,Lienzo,Alto:224cm.;Ancho:152cm.,None,"Adquisición, 1872",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e7/e7f5/e7f594f6-3e77-44d2-bb5d-cf40b0796188/208f8b3a-6109-41d0-9d04-51fb91b37157_832.jpg
P004411,"Lucas Velázquez, Eugenio",El ajusticiado,Hacia  1850,Óleo,Lienzo,Alto:48cm.;Ancho:38cm.,None,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a7/a7b3/a7b3ca1e-5272-4867-9e86-1fd639f3a7f1/550454d6-67f3-4b65-af7a-cbdea0d91307_832.jpg
P004424,"Lucas Velázquez, Eugenio",El cazador,Hacia  1850,Óleo,Lienzo,Alto:216cm.;Ancho:153cm.,None,Museo de Arte Moderno,https://content3.cdnprado.net/imagenes/Documentos/imgsem/cf/cfec/cfec0671-994a-4ccf-900e-af7a92942bcc/4ce432ec-1cf8-4815-95d7-edc94f301473_832.jpg
P004433,"Lucas Velázquez, Eugenio",Paisaje con caminantes,Hacia  1850,Óleo,Hojalata,Alto:32cm.;Ancho:43cm.,None,"Adquirido para el Museo de Arte Moderno, 1966; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c1/c17f/c17f7396-561f-4edb-8e7f-4cc66fcb8518/1ef960aa-f794-4c03-8274-dde1673d84cf_832.jpg
P004676,Anónimo,San Antonio de Padua,Hacia  1850,Óleo,Lienzo,Alto:88cm.;Ancho:63cm.,None,"Donación F. Bassols al Museo de Arte Moderno, 1949; Museo de Arte Moderno, 1949-1971; Museo del Prado, 1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b4/b4eb/b4ebf57e-7725-4672-8111-164979eddad1/2d05c9f6-61d3-437b-ac3a-374d922aa1ff_832.jpg
P005493,"Espalter y Rull, Joaquín",Sansón,Hacia  1850,Óleo,Lienzo,"Alto:195,5cm.;Ancho:133,3cm.",None,"Nuevas Adquisiciones, 1880; Museo de Arte Moderno.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3b/3b0e/3b0e6ef3-893d-4a4e-ac99-9200282a6b91/91aeeaad-58cb-43d0-b548-f17818d31213_832.jpg
P004414,"Lucas Velázquez, Eugenio",Encadenada,Hacia  1850,Óleo,Hojalata,Alto:33cm.;Ancho:40cm.,None,"Servicio de Recuperación, enviado al Museo de Arte Moderno, 1942.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c0/c07c/c07c1b0d-a6d9-4eef-b631-eddd96c0be78/5ea1b8ba-96eb-4175-801b-0162dcf5b183_832.jpg
P002999,Anónimo,Lección de música,Hacia  1850,Óleo,Lámina de cobre,Alto:40cm.;Ancho:49cm.,None,"Legado Luisa Molet Iturralde, 1959",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c1/c157/c157fc77-a408-41a8-96f2-ae14559d5c5d/4a398ce1-bedb-409a-a311-9986db920bd6_832.jpg
P003162,"Espalter y Rull, Joaquín",Retrato de señora,1846,Óleo,Lienzo,Alto:92cm.;Ancho:76cm.,None,Museo de Arte Moderno,https://content3.cdnprado.net/imagenes/Documentos/imgsem/8e/8e7c/8e7c9d1d-c8c5-48f3-b099-c5b7926f2747/ef1be3e2-83a4-469e-9d70-5abffc2b22db_832.jpg
P003303,"Esquivel y Suárez de Urbina, Antonio María",Ventura de la Vega leyendo una obra en el Teatro del Príncipe,1846,Óleo,Lienzo,Alto:146cm.;Ancho:208cm.,None,"Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres, del Museo Iconográfico, 1872",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ac/ac24/ac242423-4a9f-46ba-9a8f-9e37baad4862/59048017-fbc4-4920-9b1b-7ac60aeaf883_832.jpg
P004299,"Esquivel y Suárez de Urbina, Antonio María",Los poetas contemporáneos. Una lectura de Zorrilla en el estudio del pintor,1846,Óleo,Lienzo,Alto:144cm.;Ancho:217cm.,None,"Cesión por el Ministerio de Fomento, 1866; Museo de la Trinidad, 1866; Museo del Prado, 1872; Museo de Arte Moderno, 1896; Museo Español de Arte Contemporáneo, hasta 1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3a/3a2f/3a2f6b1a-9d87-4f5b-855b-3c84981a98e6/ed310129-1f6c-4459-9921-d0993d026d07_832.jpg
P007041,"López Portaña, Vicente","María Francisca de la Gándara, condesa viuda de Calderón",1846,Óleo,Lienzo,Alto:128cm.;Ancho:98cm.,None,"Conde de Calderón, Valencia, 1943; Adquisición, 1985",https://content3.cdnprado.net/imagenes/Documentos/imgsem/68/684e/684e3bfb-c8b5-4e57-b14f-62ea941a1e46/93b6adee-411c-4b25-8154-3fc8ce4088bf_832.jpg
P008180,"Madrazo y Kuntz, Federico de",Sabina Seupham Spalding,1846,Óleo,Lienzo,"Alto:203cm.;Ancho:133cm.;Fondo:7cm.;Alto con marco:223,3cm.;Ancho con marco:153,5cm.;Alto (de luz):199,6cm.;Ancho (de luz):129,7cm.;Ancho de moldura:12,5cm.",None,"Colección O'Shea Montgomery, 1846; Colección Roca de Togores; Adquisición, 2014",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a6/a6a1/a6a1a348-388f-4f97-8a2a-f92143474b9f/02fa9aed-cfab-4ebf-9896-1cc054aa5f1e_832.jpg
P003523,"Gutiérrez de la Vega, Joaquín",Sancha,Hacia  1851,Óleo,Lienzo,Alto:223cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1851",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8c/8c5f/8c5f63e3-dbdc-4e6b-9ba9-2f96dc8494f2/9d0f3cf8-27dd-4245-9838-7b4d6e256462_832.jpg
P006908,"Castelaro y Perea, José",Sancho III,Hacia  1851,Óleo,Lienzo,Alto:224cm.;Ancho:141cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor, 1850)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1b/1b3f/1b3f8a92-b336-4311-a0f5-2ea5b1b21af9/623c1b66-e011-40f1-99d1-c7c8c57414e8_832.jpg
P004597,"Ribera y Fieve, Carlos Luis de",Retrato de niña en un paisaje,1847,Óleo,Lienzo,Alto:116cm.;Ancho:95cm.,None,"Donación de María Ascensión Elvira Villanueva e Idígoras, 1915; Museo de Arte Moderno, 1915-1968; Museo Español de Arte Contemporáneo, 1968-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/25/25e4/25e46cfa-642a-4201-a219-24a9ddb172d4/50d6e649-432b-4711-9bea-739e33d75e0a_832.jpg
P004273,"Castellano, Manuel","José Castellano, hermano del pintor",1847,Óleo,Hojalata,Alto:22cm.;Ancho:18cm.,None,Museo de Arte Moderno,https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d014/d0142753-a452-4e54-b96d-e08bd840719e/91b96a87-bcb7-486c-9784-f72db7b95f04_832.jpg
P004154,"Corchón, José María",Bodegón de caza y hortalizas,Hacia  1852,Óleo,Lienzo,Alto:140cm.;Ancho:103cm.,None,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c5/c5f9/c5f9154f-54f4-43a9-99f4-46a1cdf471f6/d22b40d8-3759-42d5-9b9a-f2fed337f435_832.jpg
P004601,"Rigalt y Farriols, Luis",Paisaje de Montserrat desde la Roca Dreta,Hacia  1852,Óleo,Lienzo,"Alto:62cm.;Ancho:98,5cm.",None,"Adquirido a Artur Ramón Anticuario, Barcelona, 1973",https://content3.cdnprado.net/imagenes/Documentos/imgsem/49/4950/4950584c-1f10-4618-8277-17be548f4da6/2f58e24f-7d5f-4d7a-8131-0b6ca503088c_832.jpg
P006909,"Roca y Delgado, Mariano de la",García I,Hacia  1852,Óleo,Lienzo,Alto:225cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, encargado al autor, con destino al Museo del Prado, 1847; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/54/5473/54731499-3190-40cd-9607-42269b7d6641/be3f917a-e0d8-4aa8-be0d-cf02702d48cc_832.jpg
P007016,"Corchón, José María",Bodegón de frutas,Hacia  1852,Óleo,Lienzo,Alto:140cm.;Ancho:103cm.,None,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e4/e456/e456e53e-eb0c-4592-8d95-197408ed0965/4ae60982-c8f6-48e9-9a72-9ef45e7ff00f_832.jpg
P007156,"Corchón, José María",Bodegón de frutas,Hacia  1852,Óleo,Lienzo,Alto:140cm.;Ancho:103cm.,None,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",https://content3.cdnprado.net/imagenes/Documentos/imgsem/06/06f1/06f1f1e9-daba-440e-b0cd-1d8da64a29ac/acd8bf76-05db-4306-b590-d1c8a9fa6193_832.jpg
P006263,"Lozano Sirgo, Isidoro Santos","Bermudo I el Diácono, rey de Asturias",Hacia  1852,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor), 1852",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d0e8/d0e8501a-f9c0-4e83-bedc-847047e18fcb/4f7408f0-49a4-4299-96fe-b2b8c54e2168_832.jpg
P003417,"Madrazo y Kuntz, Luis de",El pintor Francisco Sainz,1848,Óleo,Lienzo,Alto:85cm.;Ancho:65cm.,"Museo Iconográfico, Galería de Españoles Ilustres","Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1886.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f8/f860/f860c2c3-4ba7-4cf0-8171-859a6894a79d/14bdc427-fc84-45ca-9e26-458020101bb0_832.jpg
P003533,"Madrazo y Kuntz, Federico de",Isabel II,1848,Óleo,Lienzo,"Alto:217,5cm.;Ancho:136,5cm.",None,"Donación del Ministerio de Guerra al Ministerio de Fomento; Museo Nacional de Pintura y Escultura, 1868; Museo del Prado, 1901-1904; Museo de Arte Moderno, 1904-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e2/e2fd/e2fde566-199e-4ec0-9146-79b4b2680389/649988b4-81f6-43b3-97e3-c45a1cf8fa4d_832.jpg
P003904,"Gutiérrez de la Vega y Bocanegra, José","Juan Bravo Murillo, ministro de Comercio, Instrucción y Obras Públicas",1848,Óleo,Lienzo,Alto:120cm.;Ancho:91cm.,None,"Museo de la Trinidad (cesión del Ministerio de Fomento), 1866",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ba/bac7/bac7e28c-b5c0-4598-a939-448a4eb32ecd/9986e3f6-3eb9-4fa0-b1c4-97096dcd81b9_832.jpg
P003906,"Gutiérrez de la Vega y Bocanegra, José","Nicomedes Pastor Díaz, ministro de Comercio, Instrucción y Obras Públicas",1848,Óleo,Lienzo,Alto:121cm.;Ancho:91cm.,None,"Ministerio de Fomento; Museo Nacional de Pintura y Escultura, 1866",https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/98b4/98b40a94-8e54-4755-8491-1852642fa7ea/9da7d0b1-0283-4b6f-b41c-cc0f86fdf19a_832.jpg
P005811,"Cano de la Peña, Eduardo",Rafael Colón y Borrego,1848,Óleo,Lienzo,"Alto:68cm.;Ancho:56,5cm.",None,"Adquirido a Fernando Colón y Beneito para el Museo de Arte Moderno, 1904",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c4/c4fe/c4fed2b5-8bf8-4641-98e6-06eae51c141b/da358ede-dc4e-436f-8f53-508aa5cf88e5_832.jpg
P007162,"Roldán y Martínez, José","El conde de Pinohermoso y el marqués de Molins, a caballo, en las afueras de Sevilla",1848,Óleo,Lienzo,Alto:302cm.;Ancho:388cm.,None,"Legado Carlos Pérez-Seoane y Cullén, III duque de Pinohermoso, Museo del Prado, 1987",https://content3.cdnprado.net/imagenes/Documentos/imgsem/13/1354/1354958c-b751-4ec5-a368-5074386a6c1b/38d5507a-3739-4b24-9c3c-6e2a3021100e_832.jpg
P006911,"Ortega Matamoros, Calixto",Enrique III el Doliente,1848,Óleo,Lienzo,Alto:220cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1848",https://content3.cdnprado.net/imagenes/Documentos/imgsem/17/1723/1723d388-6fda-4725-9b95-6939a881b21e/1823fe72-81c2-4e4c-bbe7-da559eecae5d_832.jpg
P007380,"Lozano Sirgo, Isidoro Santos(Copia deMadrazo y Kuntz, Federico de)",Isabel II,1848,Óleo,Lienzo,"Alto:205,9cm.;Ancho:128cm.;Fondo:2,6cm.",None,Colección Real.,https://content3.cdnprado.net/imagenes/Documentos/imgsem/7e/7e29/7e29b255-a21a-46bf-b457-925b14a5ea1e/10e54681-7d95-42e6-996c-e5f5a8f74076_832.jpg
P006907,"Prats y Velasco, Francisco",Juan II de Castilla,1848,Óleo,Lienzo,Alto:226cm.;Ancho:141cm.,Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/042d/042d366f-325b-4aef-8824-d7b4b04e3f4f/ae0c8efe-bc7c-4715-86ad-74a4dbc86c1e_832.jpg
P003766,"Cortés, Ramón",Ervigio,Hacia  1853,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor, 1853)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a4/a400/a400c166-bbfa-4fc3-ac53-23fdf250bb81/13ccd13f-6780-447a-9105-d2ac464afe3f_832.jpg
P006271,"Lozano Sirgo, Isidoro Santos",Usenda,Hacia  1853,Óleo,Lienzo,"Alto:219,5cm.;Ancho:136,8cm.",Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/ae20/ae20859f-0a61-4c87-a078-412751eaf1d2/1cc63444-611e-4ee6-8e0b-e5e18709233b_832.jpg
P007306,"Iglesias y Domínguez, Manuel","Witiza, rey godo",Hacia  1853,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/4b/4bb5/4bb5b961-3945-429a-93b9-a37759e805b6/a9605e9c-2b9e-4d40-a845-c99633d3890e_832.jpg
P005072,"Fierros Álvarez, Dionisio",Alfonso V,Hacia  1853,Óleo,Lienzo,Alto:225cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1853",https://content3.cdnprado.net/imagenes/Documentos/imgsem/60/6077/6077de91-e871-4297-add3-0db0199cd274/fe673515-4398-4ec6-a53e-21287552f594_832.jpg
P006269,"Esquivel y Rivas, Carlos María",Favila,Hacia  1853,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1853",https://content3.cdnprado.net/imagenes/Documentos/imgsem/10/10ea/10eac67a-3dbb-4091-8188-acc81ac3dac2/84aa1389-5b9f-463e-9941-d8072938c1bb_832.jpg
P002980,"López Portaña, Vicente",José Gutiérrez de los Ríos,1849,Óleo,Lienzo,Alto:127cm.;Ancho:93cm.,None,"Conde de Aguilar de Inestrillas, 1902; Legado de Enrique Puncel y Bonet, 1953.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/08/0806/0806d39a-48fb-4d78-9761-178a1b235636/642b6845-4172-4025-a857-1af9ec5a0e10_832.jpg
P003905,"Gutiérrez de la Vega y Bocanegra, José","Antonio Ros Olano, ministro de Comercio, Instrucción y Obras Públicas",1849,Óleo,Lienzo,Alto:120cm.;Ancho:91cm.,None,"Museo Nacional de Pintura y Escultura (cesión del Ministerio de Fomento), 1866",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0d/0d11/0d11c419-169b-4c6b-bacb-eb096b784683/d94ca605-e992-42c3-9e30-658570bacef5_832.jpg
P004435,"Lucas Velázquez, Eugenio",Bodegón,1849,Óleo,Lienzo,Alto:79cm.;Ancho:100cm.,None,"Donación de María de los Ángeles Sainz de la Cuesta, 1968.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/61/6164/61648eac-7e3a-47af-9d17-28bf134b6db1/6fb19304-f64d-43e0-9779-56c2842395d0_832.jpg
P004457,"Madrazo y Kuntz, Federico de",El escritor Ventura de la Vega,1849,Óleo,Lienzo,Alto:61cm.;Ancho:52cm.,None,"Colección Ricardo de la Vega, 1902; Colección Rosario Herrera, 1913; Museo de Arte Moderno, 1932-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/57/577a/577a9643-8e7d-4b33-8953-6905eec012ac/7102cea2-b693-4989-9d50-cea48ba0b54b_832.jpg
P004598,"Ribera y Fieve, Carlos Luis de",Dama con un niño en brazos,1849,Óleo,Lienzo,Alto:113cm.;Ancho:95cm.,None,"Donado por María Ascensión Elvira Villanueva, 1915; Museo de Arte Moderno, 1915-1968; Museo Español de Arte Contemporáneo, 1968-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/eed0/eed0b75e-c4e8-4b21-92c7-1d839b18b5c1/ee1608c0-cae5-4a7f-8163-6788a7adb9b3_832.jpg
P006574,"Pérez Villaamil y Duguet, Genaro",Vista del Castillo de Gaucín (Málaga),1849,Óleo,Lienzo,Alto:148cm.;Ancho:224cm.,None,"Colección Pedro González, 1864; Museo Nacional de Pintura y Escultura; Museo de Arte Moderno",https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/1678/16788b30-9fb7-497b-9f61-74b46cccc47d/f391f72e-a471-4507-8d1e-96662575d73c_832.jpg
P007876,"Madrazo y Kuntz, Federico de",Carlos Ortiz de Taranco,1849,Óleo,Tabla,"Alto:11cm.;Ancho:8,5cm.",None,"Donación de Francisco Antón Brotons, 1999",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a586/a5869573-62c0-4c7f-894a-bff18fcd772a/3fae6cfd-be17-45e5-9d3e-e4556d7082a4_832.jpg
P005070,"Cerdá de Villarestan, Francisco",Alfonso XI,1849,Óleo,Lienzo,Alto:225cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor, 1849)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/59/59fa/59faad13-1a8a-4234-9eb4-3f0e38f2f8f4/eabb3125-3329-4679-aa26-0f324c6424b1_832.jpg
P007072,"Hernández Amores, Germán",Pedro I,1849,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/6d/6d0e/6d0e4918-22f8-4a33-b6c6-1992711c7b5b/60176077-581d-4e2e-bf53-c407e4d2f2b5_832.jpg
